Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,year,month
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.151,2019-02-05,14:14,Credit card,30.62,4.761904762,1.531,4.1,2019,2
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,2019-03-03,17:36,Cash,352.08,4.761904762,17.604,8.8,2019,3
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2019-02-04,16:09,Credit card,522.06,4.761904762,26.103,9.0,2019,2
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,2019-03-03,20:06,Credit card,46.41,4.761904762,2.3205,4.0,2019,3
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2019-02-11,18:38,Ewallet,433.45,4.761904762,21.6725,9.4,2019,2
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,144.963,2019-01-12,16:45,Ewallet,138.06,4.761904762,6.903,7.9,2019,1
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,2019-03-03,19:30,Ewallet,241.6,4.761904762,12.08,5.1,2019,3
759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.032,462.672,2019-03-04,11:27,Cash,440.64,4.761904762,22.032,8.0,2019,3
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,2019-01-08,17:12,Cash,200.92,4.761904762,10.046,9.0,2019,1
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2019-02-08,12:52,Credit card,324.85,4.761904762,16.2425,6.5,2019,2
190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,2019-02-03,14:35,Credit card,235.8,4.761904762,11.79,6.0,2019,2
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2019-02-07,14:15,Cash,10.17,4.761904762,0.5085,5.9,2019,2
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,2019-03-04,10:05,Cash,206.13,4.761904762,10.3065,8.7,2019,3
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,2019-01-01,14:42,Credit card,742.2,4.761904762,37.11,4.3,2019,1
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,2019-01-09,16:34,Cash,94.8,4.761904762,4.74,4.1,2019,1
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,2019-03-12,11:01,Ewallet,285.11,4.761904762,14.2555,5.4,2019,3
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.335,2019-01-09,13:34,Ewallet,192.7,4.761904762,9.635,5.6,2019,1
670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389,281.169,2019-01-02,20:08,Credit card,267.78,4.761904762,13.389,5.1,2019,1
271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.766,184.086,2019-01-01,11:40,Ewallet,175.32,4.761904762,8.766,5.0,2019,1
860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,2019-03-02,16:16,Credit card,78.94,4.761904762,3.947,5.0,2019,3
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.796,688.716,2019-01-08,19:38,Cash,655.92,4.761904762,32.796,4.0,2019,1
770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,177.408,2019-01-01,19:31,Cash,168.96,4.761904762,8.448,6.3,2019,1
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,2019-03-07,18:35,Cash,113.24,4.761904762,5.662,8.2,2019,3
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,1.276,26.796,2019-01-08,18:06,Ewallet,25.52,4.761904762,1.276,7.8,2019,1
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,2019-01-12,11:42,Cash,357.49,4.761904762,17.8745,7.0,2019,1
124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,2019-01-08,14:30,Cash,238.77,4.761904762,11.9385,6.6,2019,1
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.31,3,3.6465,76.5765,2019-01-08,19:09,Credit card,72.93,4.761904762,3.6465,4.3,2019,1
852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,12.918,271.278,2019-01-06,13:35,Ewallet,258.36,4.761904762,12.918,9.3,2019,1
885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,2019-02-12,17:49,Cash,52.35,4.761904762,2.6175,4.0,2019,2
490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.605,348.705,2019-01-08,14:25,Ewallet,332.1,4.761904762,16.605,6.0,2019,1
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.295,2019-02-05,19:42,Ewallet,87.9,4.761904762,4.395,6.7,2019,2
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,2019-02-07,15:06,Cash,463.28,4.761904762,23.164,8.1,2019,2
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,2019-03-02,16:35,Credit card,462.45,4.761904762,23.1225,8.6,2019,3
715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,2019-03-06,20:57,Cash,141.9,4.761904762,7.095,9.4,2019,3
811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,2019-02-06,15:16,Credit card,302.7,4.761904762,15.135,8.9,2019,2
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,297.801,2019-02-05,10:17,Cash,283.62,4.761904762,14.181,8.8,2019,2
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,629.16,2019-03-02,13:50,Cash,599.2,4.761904762,29.96,5.3,2019,3
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,15.768,331.128,2019-02-09,19:17,Ewallet,315.36,4.761904762,15.768,4.6,2019,2
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,2019-02-09,12:02,Ewallet,183.88,4.761904762,9.194,5.1,2019,2
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.405,2019-02-09,18:58,Credit card,846.1,4.761904762,42.305,8.8,2019,2
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,2019-02-07,10:09,Cash,744.96,4.761904762,37.248,6.8,2019,2
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,2019-02-02,12:40,Cash,212.94,4.761904762,10.647,4.1,2019,2
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.614,2019-03-11,12:04,Cash,378.68,4.761904762,18.934,6.8,2019,3
636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.939,82.719,2019-03-02,12:36,Ewallet,78.78,4.761904762,3.939,6.3,2019,3
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,2019-03-10,15:06,Credit card,322.11,4.761904762,16.1055,5.1,2019,3
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,2019-02-08,10:58,Cash,98.22,4.761904762,4.911,7.0,2019,2
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.099,611.079,2019-01-10,10:31,Credit card,581.98,4.761904762,29.099,6.6,2019,1
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.756,57.876,2019-01-10,11:10,Ewallet,55.12,4.761904762,2.756,9.0,2019,1
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,2019-03-02,19:26,Ewallet,50.62,4.761904762,2.531,7.2,2019,3
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,175.035,2019-02-02,14:05,Credit card,166.7,4.761904762,8.335,9.5,2019,2
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,2019-01-03,20:24,Ewallet,378.9,4.761904762,18.945,9.8,2019,1
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,2019-01-05,19:48,Ewallet,552.23,4.761904762,27.6115,7.5,2019,1
720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.384,2019-03-02,18:14,Ewallet,266.08,4.761904762,13.304,6.9,2019,3
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,690.018,2019-01-05,11:51,Credit card,657.16,4.761904762,32.858,7.3,2019,1
676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,56.469,2019-02-03,20:13,Ewallet,53.78,4.761904762,2.689,4.7,2019,2
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,2019-02-06,18:44,Ewallet,179.05,4.761904762,8.9525,7.9,2019,2
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,2019-01-09,18:43,Ewallet,65.7,4.761904762,3.285,4.7,2019,1
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2019-02-09,11:45,Cash,395.46,4.761904762,19.773,5.7,2019,2
846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,2019-01-06,11:51,Cash,297.99,4.761904762,14.8995,6.8,2019,1
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.7205,477.1305,2019-01-10,17:16,Cash,454.41,4.761904762,22.7205,5.4,2019,1
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2019-02-07,15:55,Cash,276.12,4.761904762,13.806,7.1,2019,2
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,2019-01-09,12:07,Cash,158.0,4.761904762,7.9,7.8,2019,1
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2019-02-05,18:45,Cash,41.78,4.761904762,2.089,9.8,2019,2
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,2019-03-02,18:18,Credit card,76.54,4.761904762,3.827,5.8,2019,3
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,2019-03-04,15:27,Ewallet,299.7,4.761904762,14.985,7.2,2019,3
214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,2019-03-11,19:44,Credit card,172.45,4.761904762,8.6225,9.0,2019,3
746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.63,10,42.315,888.615,2019-01-01,11:36,Credit card,846.3,4.761904762,42.315,9.0,2019,1
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,2019-02-10,13:51,Ewallet,258.37,4.761904762,12.9185,6.7,2019,2
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,2019-02-11,15:29,Cash,240.24,4.761904762,12.012,5.4,2019,2
744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,2019-02-07,17:59,Cash,172.26,4.761904762,8.613,8.2,2019,2
883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.992,104.832,2019-03-06,11:55,Credit card,99.84,4.761904762,4.992,7.0,2019,3
221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,4,14.932,313.572,2019-03-04,10:39,Cash,298.64,4.761904762,14.932,8.5,2019,3
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,2019-03-10,18:10,Credit card,25.45,4.761904762,1.2725,5.1,2019,3
151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,2019-02-04,20:43,Credit card,67.77,4.761904762,3.3885,6.5,2019,2
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,33.7295,708.3195,2019-01-09,11:40,Cash,674.59,4.761904762,33.7295,6.0,2019,1
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,2019-02-07,19:30,Ewallet,318.55,4.761904762,15.9275,8.5,2019,2
552-44-5977,B,Mandalay,Member,Male,Health and beauty,62.0,8,24.8,520.8,2019-01-03,19:08,Credit card,496.0,4.761904762,24.8,6.2,2019,1
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,2019-03-10,20:46,Ewallet,116.06,4.761904762,5.803,8.8,2019,3
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,2019-03-02,17:16,Ewallet,973.8,4.761904762,48.69,4.4,2019,3
727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,1.592,33.432,2019-02-09,13:22,Cash,31.84,4.761904762,1.592,7.7,2019,2
